sample_id,crop_name,disease_name,pathogen_type,severity_grade,affected_leaf_area_pct,leaf_spot_count,chlorosis_index,ai_confidence_pct,urgency_level,recommended_treatment
IMG-2026-0222,Monstera,Spider Mites,pest,Mild,18.59,116,0.31,94.01,Medium,Abamectin / Insecticidal Soap
IMG-2026-0223,Rice,Bacterial Leaf Blight,bacterial,Moderate,38.91,82,0.68,97.21,High,Copper Hydroxide
IMG-2026-0224,Monstera,Spider Mites,pest,Mild,19.91,74,0.61,94.94,Medium,Abamectin / Insecticidal Soap
IMG-2026-0225,Apple,Apple Scab,fungal,Moderate,35.94,171,0.44,88.71,Medium,Captan 50% WP
IMG-2026-0226,Sugarcane,Red Rot,fungal,Moderate,45.89,92,0.72,89.31,Critical,Carbendazim 50% WP
IMG-2026-0227,Tomato,Early Blight,fungal,Severe,81.08,92,0.95,89.3,High,Mancozeb 75% WP
IMG-2026-0228,Wheat,Leaf Rust,fungal,Severe,76.77,49,0.55,92.16,High,Propiconazole 25% EC
IMG-2026-0229,Corn,Northern Leaf Blight,fungal,Severe,62.84,153,0.57,96.31,High,Azoxystrobin
IMG-2026-0230,Potato,Late Blight,fungal,Severe,76.64,40,0.84,94.9,Critical,Cymoxanil + Mancozeb
IMG-2026-0231,Rose,Powdery Mildew,fungal,Mild,14.39,109,0.44,92.98,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0232,Wheat,Leaf Rust,fungal,Severe,74.45,40,0.94,92.11,High,Propiconazole 25% EC
IMG-2026-0233,Plant,Healthy Leaf,none,Healthy,1.47,1,0.01,97.41,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0234,Tomato,Late Blight,fungal,Severe,81.28,131,0.36,90.38,Critical,Copper Oxychloride
IMG-2026-0235,Tulsi,Cercospora Leaf Spot,fungal,Severe,55.59,20,0.33,91.74,Low,Organic Neem Leaf Extract
IMG-2026-0236,Potato,Late Blight,fungal,Severe,69.45,67,0.34,96.57,Critical,Cymoxanil + Mancozeb
IMG-2026-0237,Wheat,Leaf Rust,fungal,Severe,54.81,74,0.51,89.65,High,Propiconazole 25% EC
IMG-2026-0238,Plant,Healthy Leaf,none,Healthy,0.89,1,0.17,96.98,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0239,Potato,Late Blight,fungal,Severe,51.44,59,0.37,97.7,Critical,Cymoxanil + Mancozeb
IMG-2026-0240,Potato,Late Blight,fungal,Mild,13.08,75,0.68,88.18,Critical,Cymoxanil + Mancozeb
IMG-2026-0241,Rose,Powdery Mildew,fungal,Mild,15.83,122,0.64,96.35,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0242,Rice,Bacterial Leaf Blight,bacterial,Moderate,44.72,107,0.63,89.22,High,Copper Hydroxide
IMG-2026-0243,Apple,Apple Scab,fungal,Moderate,28.17,172,0.33,96.77,Medium,Captan 50% WP
IMG-2026-0244,Sugarcane,Red Rot,fungal,Severe,60.1,92,0.6,98.8,Critical,Carbendazim 50% WP
IMG-2026-0245,Tomato,Early Blight,fungal,Severe,84.9,117,0.58,89.21,High,Mancozeb 75% WP
IMG-2026-0246,Corn,Northern Leaf Blight,fungal,Severe,78.41,33,0.88,91.61,High,Azoxystrobin
IMG-2026-0247,Potato,Late Blight,fungal,Mild,16.79,85,0.71,94.56,Critical,Cymoxanil + Mancozeb
IMG-2026-0248,Corn,Northern Leaf Blight,fungal,Moderate,35.74,167,0.64,93.08,High,Azoxystrobin
IMG-2026-0249,Grape,Black Rot,fungal,Moderate,43.4,44,0.85,95.29,High,Myclobutanil
IMG-2026-0250,Cotton,Bacterial Blight,bacterial,Severe,52.25,70,0.58,97.95,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0251,Citrus,Bacterial Canker,bacterial,Moderate,36.74,131,0.56,96.17,Critical,Streptomycin Sulfate + Copper
IMG-2026-0252,Monstera,Spider Mites,pest,Moderate,43.15,80,0.54,89.71,Medium,Abamectin / Insecticidal Soap
IMG-2026-0253,Plant,Healthy Leaf,none,Healthy,0.71,0,0.17,96.81,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0254,Tomato,Late Blight,fungal,Severe,66.35,110,0.83,94.23,Critical,Copper Oxychloride
IMG-2026-0255,Grape,Black Rot,fungal,Severe,81.83,158,0.51,89.37,High,Myclobutanil
IMG-2026-0256,Monstera,Spider Mites,pest,Severe,75.77,123,0.86,96.08,Medium,Abamectin / Insecticidal Soap
IMG-2026-0257,Rose,Powdery Mildew,fungal,Severe,55.83,105,0.37,93.68,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0258,Potato,Late Blight,fungal,Severe,59.94,72,0.85,91.92,Critical,Cymoxanil + Mancozeb
IMG-2026-0259,Apple,Apple Scab,fungal,Moderate,38.83,86,0.67,97.04,Medium,Captan 50% WP
IMG-2026-0260,Sugarcane,Red Rot,fungal,Severe,52.95,174,0.7,95.2,Critical,Carbendazim 50% WP
IMG-2026-0261,Tomato,Early Blight,fungal,Severe,56.46,83,0.32,91.06,High,Mancozeb 75% WP
IMG-2026-0262,Cotton,Bacterial Blight,bacterial,Moderate,34.56,101,0.53,90.03,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0263,Potato,Late Blight,fungal,Severe,53.34,117,0.35,96.3,Critical,Cymoxanil + Mancozeb
IMG-2026-0264,Tomato,Early Blight,fungal,Mild,18.7,150,0.44,92.7,High,Mancozeb 75% WP
IMG-2026-0265,Monstera,Spider Mites,pest,Mild,23.49,94,0.77,96.7,Medium,Abamectin / Insecticidal Soap
IMG-2026-0266,Grape,Black Rot,fungal,Severe,55.52,28,0.4,96.45,High,Myclobutanil
IMG-2026-0267,Tomato,Early Blight,fungal,Severe,61.2,84,0.59,92.75,High,Mancozeb 75% WP
IMG-2026-0268,Grape,Black Rot,fungal,Moderate,44.27,84,0.44,93.74,High,Myclobutanil
IMG-2026-0269,Monstera,Spider Mites,pest,Moderate,43.38,87,0.74,94.64,Medium,Abamectin / Insecticidal Soap
IMG-2026-0270,Apple,Apple Scab,fungal,Severe,60.7,26,0.44,99.03,Medium,Captan 50% WP
IMG-2026-0271,Tomato,Early Blight,fungal,Mild,12.56,92,0.91,96.59,High,Mancozeb 75% WP
IMG-2026-0272,Cotton,Bacterial Blight,bacterial,Moderate,30.65,98,0.38,93.57,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0273,Citrus,Bacterial Canker,bacterial,Mild,24.83,112,0.65,90.58,Critical,Streptomycin Sulfate + Copper
IMG-2026-0274,Apple,Apple Scab,fungal,Severe,72.83,105,0.35,97.65,Medium,Captan 50% WP
IMG-2026-0275,Tomato,Early Blight,fungal,Moderate,43.84,132,0.9,97.66,High,Mancozeb 75% WP
IMG-2026-0276,Grape,Black Rot,fungal,Moderate,43.34,118,0.76,92.68,High,Myclobutanil
IMG-2026-0277,Tomato,Late Blight,fungal,Moderate,41.57,98,0.41,98.61,Critical,Copper Oxychloride
IMG-2026-0278,Rice,Bacterial Leaf Blight,bacterial,Severe,72.74,107,0.36,97.46,High,Copper Hydroxide
IMG-2026-0279,Wheat,Leaf Rust,fungal,Moderate,43.8,117,0.64,92.43,High,Propiconazole 25% EC
IMG-2026-0280,Rose,Powdery Mildew,fungal,Severe,66.44,71,0.52,89.88,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0281,Apple,Apple Scab,fungal,Severe,58.23,150,0.63,98.15,Medium,Captan 50% WP
IMG-2026-0282,Monstera,Spider Mites,pest,Moderate,37.63,180,0.83,90.65,Medium,Abamectin / Insecticidal Soap
IMG-2026-0283,Potato,Late Blight,fungal,Moderate,30.69,59,0.69,96.51,Critical,Cymoxanil + Mancozeb
IMG-2026-0284,Tulsi,Cercospora Leaf Spot,fungal,Mild,17.5,175,0.62,96.45,Low,Organic Neem Leaf Extract
IMG-2026-0285,Cotton,Bacterial Blight,bacterial,Severe,54.3,159,0.72,99.05,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0286,Monstera,Spider Mites,pest,Severe,75.09,175,0.51,92.93,Medium,Abamectin / Insecticidal Soap
IMG-2026-0287,Rice,Bacterial Leaf Blight,bacterial,Moderate,44.28,92,0.82,94.62,High,Copper Hydroxide
IMG-2026-0288,Monstera,Spider Mites,pest,Moderate,49.04,94,0.6,88.42,Medium,Abamectin / Insecticidal Soap
IMG-2026-0289,Monstera,Spider Mites,pest,Severe,72.71,34,0.72,98.95,Medium,Abamectin / Insecticidal Soap
IMG-2026-0290,Tomato,Late Blight,fungal,Severe,56.9,144,0.55,94.5,Critical,Copper Oxychloride
IMG-2026-0291,Cotton,Bacterial Blight,bacterial,Severe,65.94,25,0.59,97.07,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0292,Tulsi,Cercospora Leaf Spot,fungal,Moderate,25.74,169,0.61,89.69,Low,Organic Neem Leaf Extract
IMG-2026-0293,Tomato,Early Blight,fungal,Moderate,44.89,102,0.94,88.94,High,Mancozeb 75% WP
IMG-2026-0294,Tulsi,Cercospora Leaf Spot,fungal,Mild,24.6,78,0.76,99.1,Low,Organic Neem Leaf Extract
IMG-2026-0295,Apple,Apple Scab,fungal,Severe,50.16,55,0.54,98.28,Medium,Captan 50% WP
IMG-2026-0296,Citrus,Bacterial Canker,bacterial,Moderate,41.84,101,0.74,88.59,Critical,Streptomycin Sulfate + Copper
IMG-2026-0297,Tulsi,Cercospora Leaf Spot,fungal,Severe,59.25,31,0.51,94.25,Low,Organic Neem Leaf Extract
IMG-2026-0298,Citrus,Bacterial Canker,bacterial,Moderate,32.74,169,0.87,91.73,Critical,Streptomycin Sulfate + Copper
IMG-2026-0299,Grape,Black Rot,fungal,Severe,60.44,104,0.5,95.35,High,Myclobutanil
IMG-2026-0300,Tulsi,Cercospora Leaf Spot,fungal,Moderate,40.61,167,0.76,88.95,Low,Organic Neem Leaf Extract
IMG-2026-0301,Apple,Apple Scab,fungal,Moderate,39.5,99,0.83,95.51,Medium,Captan 50% WP
IMG-2026-0302,Sugarcane,Red Rot,fungal,Severe,81.14,149,0.36,95.51,Critical,Carbendazim 50% WP
IMG-2026-0303,Apple,Apple Scab,fungal,Moderate,38.41,107,0.5,98.65,Medium,Captan 50% WP
IMG-2026-0304,Monstera,Spider Mites,pest,Severe,81.18,139,0.42,99.2,Medium,Abamectin / Insecticidal Soap
IMG-2026-0305,Potato,Late Blight,fungal,Mild,17.63,40,0.63,94.05,Critical,Cymoxanil + Mancozeb
IMG-2026-0306,Corn,Northern Leaf Blight,fungal,Severe,76.51,24,0.73,97.82,High,Azoxystrobin
IMG-2026-0307,Grape,Black Rot,fungal,Mild,21.57,111,0.4,90.03,High,Myclobutanil
IMG-2026-0308,Corn,Northern Leaf Blight,fungal,Severe,68.29,57,0.77,88.49,High,Azoxystrobin
IMG-2026-0309,Monstera,Spider Mites,pest,Severe,61.37,75,0.93,94.84,Medium,Abamectin / Insecticidal Soap
IMG-2026-0310,Cotton,Bacterial Blight,bacterial,Severe,66.64,129,0.45,90.68,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0311,Cotton,Bacterial Blight,bacterial,Severe,69.26,64,0.54,98.61,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0312,Rice,Bacterial Leaf Blight,bacterial,Moderate,45.7,87,0.81,93.63,High,Copper Hydroxide
IMG-2026-0313,Citrus,Bacterial Canker,bacterial,Severe,82.54,66,0.82,89.55,Critical,Streptomycin Sulfate + Copper
IMG-2026-0314,Rose,Powdery Mildew,fungal,Mild,15.81,138,0.87,94.21,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0315,Tomato,Late Blight,fungal,Severe,63.93,147,0.85,91.19,Critical,Copper Oxychloride
IMG-2026-0316,Cotton,Bacterial Blight,bacterial,Mild,23.7,130,0.89,89.65,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0317,Citrus,Bacterial Canker,bacterial,Mild,18.7,71,0.83,97.91,Critical,Streptomycin Sulfate + Copper
IMG-2026-0318,Plant,Healthy Leaf,none,Healthy,0.04,0,0.08,97.73,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0319,Citrus,Bacterial Canker,bacterial,Severe,84.6,110,0.45,91.57,Critical,Streptomycin Sulfate + Copper
IMG-2026-0320,Tomato,Late Blight,fungal,Severe,73.26,100,0.81,89.54,Critical,Copper Oxychloride
IMG-2026-0321,Rose,Powdery Mildew,fungal,Severe,78.97,135,0.75,89.55,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0322,Corn,Northern Leaf Blight,fungal,Moderate,46.25,172,0.3,88.89,High,Azoxystrobin
IMG-2026-0323,Rose,Powdery Mildew,fungal,Moderate,27.74,53,0.66,96.15,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0324,Apple,Apple Scab,fungal,Moderate,42.9,88,0.45,89.36,Medium,Captan 50% WP
IMG-2026-0325,Wheat,Leaf Rust,fungal,Moderate,42.65,174,0.6,89.24,High,Propiconazole 25% EC
IMG-2026-0326,Plant,Healthy Leaf,none,Healthy,0.75,2,0.0,98.2,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0327,Wheat,Leaf Rust,fungal,Severe,64.45,89,0.58,94.89,High,Propiconazole 25% EC
IMG-2026-0328,Wheat,Leaf Rust,fungal,Severe,53.66,62,0.73,88.96,High,Propiconazole 25% EC
IMG-2026-0329,Monstera,Spider Mites,pest,Mild,16.94,149,0.65,96.81,Medium,Abamectin / Insecticidal Soap
IMG-2026-0330,Apple,Apple Scab,fungal,Severe,52.45,114,0.87,88.49,Medium,Captan 50% WP
IMG-2026-0331,Citrus,Bacterial Canker,bacterial,Severe,83.62,79,0.79,92.0,Critical,Streptomycin Sulfate + Copper
IMG-2026-0332,Tomato,Late Blight,fungal,Moderate,37.17,175,0.37,94.52,Critical,Copper Oxychloride
IMG-2026-0333,Cotton,Bacterial Blight,bacterial,Moderate,36.27,26,0.53,91.79,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0334,Tulsi,Cercospora Leaf Spot,fungal,Mild,24.78,133,0.94,93.36,Low,Organic Neem Leaf Extract
IMG-2026-0335,Potato,Late Blight,fungal,Severe,71.24,31,0.77,98.57,Critical,Cymoxanil + Mancozeb
IMG-2026-0336,Tomato,Early Blight,fungal,Moderate,33.42,26,0.81,97.92,High,Mancozeb 75% WP
IMG-2026-0337,Monstera,Spider Mites,pest,Severe,80.14,146,0.56,97.13,Medium,Abamectin / Insecticidal Soap
IMG-2026-0338,Rice,Bacterial Leaf Blight,bacterial,Moderate,30.49,180,0.42,92.0,High,Copper Hydroxide
IMG-2026-0339,Cotton,Bacterial Blight,bacterial,Mild,15.49,99,0.48,96.95,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0340,Citrus,Bacterial Canker,bacterial,Severe,76.93,127,0.88,92.33,Critical,Streptomycin Sulfate + Copper
IMG-2026-0341,Potato,Late Blight,fungal,Moderate,48.22,142,0.54,96.93,Critical,Cymoxanil + Mancozeb
IMG-2026-0342,Rose,Powdery Mildew,fungal,Severe,70.48,123,0.35,94.75,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0343,Sugarcane,Red Rot,fungal,Moderate,25.17,90,0.51,88.9,Critical,Carbendazim 50% WP
IMG-2026-0344,Tulsi,Cercospora Leaf Spot,fungal,Moderate,33.58,129,0.69,92.77,Low,Organic Neem Leaf Extract
IMG-2026-0345,Corn,Northern Leaf Blight,fungal,Moderate,44.41,129,0.33,97.74,High,Azoxystrobin
IMG-2026-0346,Monstera,Spider Mites,pest,Severe,56.88,126,0.48,98.98,Medium,Abamectin / Insecticidal Soap
IMG-2026-0347,Tomato,Early Blight,fungal,Mild,17.48,178,0.56,93.75,High,Mancozeb 75% WP
IMG-2026-0348,Corn,Northern Leaf Blight,fungal,Severe,61.6,22,0.39,94.8,High,Azoxystrobin
IMG-2026-0349,Cotton,Bacterial Blight,bacterial,Moderate,43.99,47,0.34,96.72,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0350,Monstera,Spider Mites,pest,Moderate,38.44,160,0.32,89.72,Medium,Abamectin / Insecticidal Soap
IMG-2026-0351,Rice,Bacterial Leaf Blight,bacterial,Severe,81.26,110,0.59,88.86,High,Copper Hydroxide
IMG-2026-0352,Potato,Late Blight,fungal,Severe,50.65,116,0.5,91.12,Critical,Cymoxanil + Mancozeb
IMG-2026-0353,Tomato,Late Blight,fungal,Mild,13.89,62,0.62,92.33,Critical,Copper Oxychloride
IMG-2026-0354,Apple,Apple Scab,fungal,Mild,20.6,81,0.76,90.4,Medium,Captan 50% WP
IMG-2026-0355,Grape,Black Rot,fungal,Moderate,32.85,140,0.43,89.52,High,Myclobutanil
IMG-2026-0356,Tomato,Late Blight,fungal,Moderate,45.0,128,0.95,97.08,Critical,Copper Oxychloride
IMG-2026-0357,Sugarcane,Red Rot,fungal,Severe,84.02,103,0.76,94.16,Critical,Carbendazim 50% WP
IMG-2026-0358,Rose,Powdery Mildew,fungal,Severe,77.07,55,0.76,98.39,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0359,Tulsi,Cercospora Leaf Spot,fungal,Mild,24.71,107,0.63,89.36,Low,Organic Neem Leaf Extract
IMG-2026-0360,Wheat,Leaf Rust,fungal,Severe,69.82,75,0.81,88.29,High,Propiconazole 25% EC
IMG-2026-0361,Apple,Apple Scab,fungal,Severe,53.78,134,0.82,94.18,Medium,Captan 50% WP
IMG-2026-0362,Grape,Black Rot,fungal,Severe,76.55,31,0.5,99.2,High,Myclobutanil
IMG-2026-0363,Corn,Northern Leaf Blight,fungal,Moderate,46.94,120,0.8,97.22,High,Azoxystrobin
IMG-2026-0364,Tomato,Late Blight,fungal,Mild,21.15,96,0.72,93.04,Critical,Copper Oxychloride
IMG-2026-0365,Tulsi,Cercospora Leaf Spot,fungal,Moderate,49.77,47,0.87,96.74,Low,Organic Neem Leaf Extract
IMG-2026-0366,Tulsi,Cercospora Leaf Spot,fungal,Severe,54.91,48,0.58,98.2,Low,Organic Neem Leaf Extract
IMG-2026-0367,Tomato,Early Blight,fungal,Severe,72.69,147,0.4,89.84,High,Mancozeb 75% WP
IMG-2026-0368,Monstera,Spider Mites,pest,Severe,80.24,72,0.52,98.54,Medium,Abamectin / Insecticidal Soap
IMG-2026-0369,Plant,Healthy Leaf,none,Healthy,0.43,0,0.05,98.6,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0370,Apple,Apple Scab,fungal,Moderate,32.03,175,0.5,93.97,Medium,Captan 50% WP
IMG-2026-0371,Apple,Apple Scab,fungal,Severe,58.79,166,0.91,89.73,Medium,Captan 50% WP
IMG-2026-0372,Tulsi,Cercospora Leaf Spot,fungal,Severe,57.59,169,0.52,98.35,Low,Organic Neem Leaf Extract
IMG-2026-0373,Tomato,Early Blight,fungal,Severe,72.24,22,0.35,98.62,High,Mancozeb 75% WP
IMG-2026-0374,Cotton,Bacterial Blight,bacterial,Severe,54.1,68,0.8,92.67,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0375,Tulsi,Cercospora Leaf Spot,fungal,Mild,14.21,175,0.65,95.19,Low,Organic Neem Leaf Extract
IMG-2026-0376,Rose,Powdery Mildew,fungal,Moderate,47.25,118,0.49,88.82,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0377,Tomato,Early Blight,fungal,Mild,23.54,121,0.61,90.29,High,Mancozeb 75% WP
IMG-2026-0378,Grape,Black Rot,fungal,Mild,22.49,96,0.78,97.64,High,Myclobutanil
IMG-2026-0379,Citrus,Bacterial Canker,bacterial,Mild,21.55,109,0.63,89.19,Critical,Streptomycin Sulfate + Copper
IMG-2026-0380,Wheat,Leaf Rust,fungal,Moderate,46.05,83,0.59,89.58,High,Propiconazole 25% EC
IMG-2026-0381,Tomato,Early Blight,fungal,Moderate,33.19,113,0.86,92.68,High,Mancozeb 75% WP
IMG-2026-0382,Sugarcane,Red Rot,fungal,Severe,77.87,98,0.91,96.08,Critical,Carbendazim 50% WP
IMG-2026-0383,Wheat,Leaf Rust,fungal,Severe,67.71,142,0.95,93.23,High,Propiconazole 25% EC
IMG-2026-0384,Plant,Healthy Leaf,none,Healthy,0.46,0,0.02,97.8,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0385,Rice,Bacterial Leaf Blight,bacterial,Severe,82.57,70,0.68,88.54,High,Copper Hydroxide
IMG-2026-0386,Rose,Powdery Mildew,fungal,Moderate,48.13,135,0.49,88.09,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0387,Tomato,Late Blight,fungal,Moderate,43.46,82,0.77,96.56,Critical,Copper Oxychloride
IMG-2026-0388,Monstera,Spider Mites,pest,Mild,15.3,28,0.67,90.18,Medium,Abamectin / Insecticidal Soap
IMG-2026-0389,Apple,Apple Scab,fungal,Moderate,33.07,113,0.63,96.56,Medium,Captan 50% WP
IMG-2026-0390,Rose,Powdery Mildew,fungal,Severe,72.25,174,0.74,89.33,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0391,Tomato,Late Blight,fungal,Moderate,40.75,101,0.66,92.09,Critical,Copper Oxychloride
IMG-2026-0392,Potato,Late Blight,fungal,Moderate,26.53,145,0.56,88.45,Critical,Cymoxanil + Mancozeb
IMG-2026-0393,Tomato,Early Blight,fungal,Mild,22.0,100,0.82,93.82,High,Mancozeb 75% WP
IMG-2026-0394,Potato,Late Blight,fungal,Severe,56.26,146,0.39,98.43,Critical,Cymoxanil + Mancozeb
IMG-2026-0395,Monstera,Spider Mites,pest,Mild,23.86,172,0.78,91.35,Medium,Abamectin / Insecticidal Soap
IMG-2026-0396,Monstera,Spider Mites,pest,Moderate,49.03,145,0.65,95.94,Medium,Abamectin / Insecticidal Soap
IMG-2026-0397,Rose,Powdery Mildew,fungal,Moderate,46.67,19,0.54,95.55,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0398,Citrus,Bacterial Canker,bacterial,Severe,54.61,176,0.32,93.32,Critical,Streptomycin Sulfate + Copper
IMG-2026-0399,Tulsi,Cercospora Leaf Spot,fungal,Severe,69.15,163,0.68,96.08,Low,Organic Neem Leaf Extract
IMG-2026-0400,Grape,Black Rot,fungal,Moderate,47.07,149,0.71,94.94,High,Myclobutanil
IMG-2026-0401,Sugarcane,Red Rot,fungal,Moderate,39.75,77,0.32,98.62,Critical,Carbendazim 50% WP
IMG-2026-0402,Tomato,Late Blight,fungal,Moderate,25.93,127,0.5,89.7,Critical,Copper Oxychloride
IMG-2026-0403,Corn,Northern Leaf Blight,fungal,Moderate,26.88,143,0.8,98.31,High,Azoxystrobin
IMG-2026-0404,Sugarcane,Red Rot,fungal,Severe,73.93,30,0.76,93.81,Critical,Carbendazim 50% WP
IMG-2026-0405,Apple,Apple Scab,fungal,Moderate,35.73,137,0.64,91.51,Medium,Captan 50% WP
IMG-2026-0406,Potato,Late Blight,fungal,Moderate,45.56,151,0.52,91.97,Critical,Cymoxanil + Mancozeb
IMG-2026-0407,Cotton,Bacterial Blight,bacterial,Severe,75.34,179,0.82,90.96,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0408,Rice,Bacterial Leaf Blight,bacterial,Moderate,26.04,78,0.48,91.34,High,Copper Hydroxide
IMG-2026-0409,Rose,Powdery Mildew,fungal,Severe,68.3,68,0.75,93.48,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0410,Rice,Bacterial Leaf Blight,bacterial,Moderate,37.46,85,0.49,94.42,High,Copper Hydroxide
IMG-2026-0411,Apple,Apple Scab,fungal,Moderate,39.72,116,0.83,98.69,Medium,Captan 50% WP
IMG-2026-0412,Cotton,Bacterial Blight,bacterial,Mild,22.69,25,0.49,96.0,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0413,Monstera,Spider Mites,pest,Severe,79.45,80,0.79,90.4,Medium,Abamectin / Insecticidal Soap
IMG-2026-0414,Sugarcane,Red Rot,fungal,Severe,51.32,158,0.75,89.54,Critical,Carbendazim 50% WP
IMG-2026-0415,Grape,Black Rot,fungal,Severe,66.09,76,0.46,95.5,High,Myclobutanil
IMG-2026-0416,Apple,Apple Scab,fungal,Moderate,28.47,74,0.33,92.63,Medium,Captan 50% WP
IMG-2026-0417,Corn,Northern Leaf Blight,fungal,Moderate,46.49,50,0.3,94.16,High,Azoxystrobin
IMG-2026-0418,Plant,Healthy Leaf,none,Healthy,0.24,2,0.19,99.4,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0419,Rice,Bacterial Leaf Blight,bacterial,Severe,59.49,88,0.51,95.23,High,Copper Hydroxide
IMG-2026-0420,Plant,Healthy Leaf,none,Healthy,1.15,2,0.11,98.27,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0421,Corn,Northern Leaf Blight,fungal,Severe,74.07,24,0.89,89.96,High,Azoxystrobin
IMG-2026-0422,Plant,Healthy Leaf,none,Healthy,1.26,0,0.2,97.81,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0423,Rice,Bacterial Leaf Blight,bacterial,Moderate,25.6,89,0.87,88.1,High,Copper Hydroxide
IMG-2026-0424,Grape,Black Rot,fungal,Severe,56.0,100,0.48,99.08,High,Myclobutanil
IMG-2026-0425,Apple,Apple Scab,fungal,Severe,50.28,49,0.85,93.24,Medium,Captan 50% WP
IMG-2026-0426,Wheat,Leaf Rust,fungal,Severe,71.04,99,0.41,93.14,High,Propiconazole 25% EC
IMG-2026-0427,Rose,Powdery Mildew,fungal,Severe,64.46,18,0.78,96.86,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0428,Grape,Black Rot,fungal,Severe,61.23,64,0.41,97.59,High,Myclobutanil
IMG-2026-0429,Plant,Healthy Leaf,none,Healthy,0.61,1,0.1,96.79,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0430,Tulsi,Cercospora Leaf Spot,fungal,Mild,18.96,50,0.61,98.48,Low,Organic Neem Leaf Extract
IMG-2026-0431,Tomato,Early Blight,fungal,Moderate,31.04,75,0.59,90.99,High,Mancozeb 75% WP
IMG-2026-0432,Monstera,Spider Mites,pest,Moderate,34.04,161,0.31,95.32,Medium,Abamectin / Insecticidal Soap
IMG-2026-0433,Corn,Northern Leaf Blight,fungal,Moderate,29.25,45,0.6,89.79,High,Azoxystrobin
IMG-2026-0434,Tulsi,Cercospora Leaf Spot,fungal,Moderate,48.68,94,0.75,95.15,Low,Organic Neem Leaf Extract
IMG-2026-0435,Rose,Powdery Mildew,fungal,Moderate,38.83,71,0.44,89.5,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0436,Potato,Late Blight,fungal,Moderate,45.21,170,0.54,95.86,Critical,Cymoxanil + Mancozeb
IMG-2026-0437,Plant,Healthy Leaf,none,Healthy,0.71,2,0.16,99.22,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0438,Cotton,Bacterial Blight,bacterial,Moderate,30.06,167,0.87,88.92,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0439,Rice,Bacterial Leaf Blight,bacterial,Severe,50.56,107,0.35,94.32,High,Copper Hydroxide
IMG-2026-0440,Tomato,Early Blight,fungal,Severe,72.5,144,0.43,94.01,High,Mancozeb 75% WP
IMG-2026-0441,Potato,Late Blight,fungal,Moderate,35.95,148,0.59,95.62,Critical,Cymoxanil + Mancozeb
IMG-2026-0442,Corn,Northern Leaf Blight,fungal,Severe,54.57,38,0.88,92.99,High,Azoxystrobin
IMG-2026-0443,Tomato,Early Blight,fungal,Moderate,45.1,146,0.57,94.32,High,Mancozeb 75% WP
IMG-2026-0444,Apple,Apple Scab,fungal,Moderate,45.75,93,0.77,92.43,Medium,Captan 50% WP
